ForceDecks Raw Data Export,2,,,,,,,,,,,,,,,,,,,,
Weight,93.7,,,,,,,,,,,,,,,,,,,,
Frequency,1000,,,,,,,,,,,,,,,,,,,,
Recording Date,2022-09-02 10:33:20,,,,,,,,,,,,,,,,,,,,
Recording Info,ForceDecks;2.0.8000,,,,,,,,,,,,,,,,,,,,
Data Source,"ForceDecks;FD42-211122-FW2R5-HW3R8,0380 (Post-analysis Trial 1)",,,,,,,,,,,,,,,,,,,,
Analysis Date,2022-09-02 10:35:17,,,,,,,,,,,,,,,,,,,,
AthleteId,6739cb8a-1291-4d6c-80db-1555b94c1a42,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Time,Z Left,COPX Left,COPY Left,Z Right,COPX Right,COPY Right,,Fz1 Left,Fz2 Left,Fz3 Left,Fz4 Left,Fz1 Right,Fz2 Right,Fz3 Right,Fz4 Right,,Acceleration,Velocity,Height,Power,Impulse
45.713,487.013093,25.029154,-55.994472,435.190094,-3.781682,-20.037227,,203.172431,-1.87957,286.566947,-0.846714,61.276309,142.820282,69.214797,161.878706,,0,0,0,0,0
45.714,484.513093,24.089185,-58.949988,436.190094,-2.415806,-19.250787,,201.422431,-3.37957,285.066947,1.403286,61.026309,144.070282,70.464797,160.628706,,0,0,0,0,0
45.715,482.763093,25.019571,-58.661881,437.190094,-2.41028,-18.837349,,200.172431,-2.62957,284.816947,0.403286,61.776309,144.070282,70.964797,160.378706,,0,0,0,0,0
45.716,482.513093,25.109216,-58.190216,435.190094,-1.911235,-19.666125,,200.172431,-2.37957,284.566947,0.153286,61.026309,143.320282,71.464797,159.378706,,0,0,0,0,0
45.717,482.513093,25.109216,-58.190216,433.690094,-3.96539,-19.734144,,199.922431,-2.12957,284.316947,0.403286,62.276309,141.320282,69.714797,160.378706,,0,0,0,0,0
45.718,484.763093,24.458392,-58.419858,436.940094,-2.496339,-19.032935,,200.922431,-2.37957,284.816947,1.403286,61.526309,144.070282,70.714797,160.628706,,0,0,0,0,0
45.719,483.513093,25.210332,-57.40184,434.440094,-3.362375,-19.514204,,200.922431,-2.12957,285.066947,-0.346714,61.526309,142.570282,69.714797,160.628706,,0,0,0,0,0
45.72,485.013093,25.132364,-57.890274,437.190094,-2.579543,-18.09854,,201.422431,-2.37957,286.066947,-0.096714,62.026309,144.320282,70.464797,160.378706,,0,0,0,0,0
45.721,485.263093,25.348158,-58.359664,436.690094,-2.582496,-18.858918,,201.422431,-2.62957,286.816947,-0.346714,61.526309,144.070282,70.464797,160.628706,,0,0,0,0,0
45.722,490.013093,25.026935,-58.288322,438.440094,-2.656578,-17.494414,,202.422431,-1.62957,288.066947,1.153286,62.776309,144.570282,70.714797,160.378706,,0,0,0,0,0
45.723,490.263093,24.938703,-56.117402,436.940094,-2.496339,-19.032935,,204.172431,-1.62957,288.066947,-0.346714,61.276309,144.320282,70.464797,160.878706,,0,0,0,0,0
45.724,486.763093,25.574095,-58.511607,437.940094,-2.152693,-18.989475,,201.422431,-2.12957,287.566947,-0.096714,61.526309,144.570282,71.214797,160.628706,,0,0,0,0,0
45.725,488.763093,25.318044,-57.941754,439.440094,-2.482137,-17.08709,,202.172431,-1.62957,287.816947,0.403286,62.776309,145.320282,70.714797,160.628706,,0,0,0,0,0
45.726,486.513093,25.20698,-59.371559,437.940094,-2.828584,-16.776844,,201.422431,-2.87957,287.566947,0.403286,62.526309,145.070282,69.714797,160.628706,,0,0,0,0,0
45.727,484.763093,25.068999,-60.08562,438.940094,-3.159316,-16.002759,,199.422431,-2.12957,285.566947,1.903286,63.276309,145.320282,69.464797,160.878706,,0,0,0,0,0
45.728,485.013093,25.284937,-60.55412,436.440094,-3.177413,-16.834504,,198.672431,-1.62957,285.566947,2.403286,62.276309,144.570282,68.964797,160.628706,,0,0,0,0,0
45.729,482.763093,25.172856,-59.665479,438.440094,-1.812678,-17.862766,,198.672431,-1.87957,284.316947,1.653286,61.776309,145.320282,71.214797,160.128706,,0,0,0,0,0
45.73,484.513093,24.547377,-60.949934,438.190094,-1.729273,-17.688676,,198.922431,-2.37957,284.816947,3.153286,61.276309,145.820282,70.714797,160.378706,,0,0,0,0,0
45.731,484.763093,23.847784,-60.751925,439.440094,-2.650533,-16.352064,,198.922431,-2.12957,283.566947,4.403286,63.026309,145.570282,70.214797,160.628706,,0,0,0,0,0
45.732,483.763093,24.050048,-62.546712,438.190094,-2.742532,-14.003061,,197.422431,-2.37957,283.566947,5.153286,64.276309,145.320282,69.714797,158.878706,,0,0,0,0,0
45.733,485.513093,24.191985,-61.82231,437.940094,-3.16653,-16.0393,,197.422431,-1.12957,283.566947,5.653286,63.526309,144.570282,69.714797,160.128706,,0,0,0,0,0
45.734,486.763093,23.293725,-61.49766,439.690094,-1.555074,-16.526419,,198.922431,-1.87957,283.566947,6.153286,62.526309,146.070282,71.464797,159.628706,,0,0,0,0,0
45.735,484.513093,23.783724,-60.949934,439.440094,-1.976949,-15.617038,,198.422431,-1.87957,283.066947,4.903286,62.526309,146.570282,70.214797,160.128706,,0,0,0,0,0
45.736,485.513093,23.582321,-61.489672,437.440094,-1.985987,-14.58086,,197.672431,-1.12957,282.566947,6.403286,62.776309,146.070282,69.714797,158.878706,,0,0,0,0,0
45.737,485.263093,23.670718,-62.020565,440.190094,-2.225744,-16.507647,,198.172431,-2.12957,283.566947,5.653286,62.776309,146.070282,70.714797,160.628706,,0,0,0,0,0
45.738,483.763093,23.744113,-61.545189,440.190094,-2.225744,-16.14076,,197.922431,-2.12957,282.816947,5.153286,63.026309,146.070282,70.714797,160.378706,,0,0,0,0,0
45.739,486.263093,23.469858,-59.568146,439.690094,-2.228275,-14.689898,,199.672431,-1.37957,283.066947,4.903286,63.026309,146.820282,69.714797,160.128706,,0,0,0,0,0
45.74,484.763093,23.847784,-60.08562,438.690094,-1.558618,-16.564091,,198.922431,-1.62957,283.066947,4.403286,62.276309,145.820282,71.214797,159.378706,,0,0,0,0,0
45.741,485.513093,24.344402,-60.159121,441.440094,-2.470891,-14.814587,,199.172431,-1.62957,284.316947,3.653286,63.776309,146.820282,70.214797,160.628706,,0,0,0,0,0
45.742,484.513093,24.700108,-60.283285,441.440094,-1.967992,-15.180435,,199.172431,-2.12957,284.816947,2.653286,63.526309,146.820282,70.964797,160.128706,,0,0,0,0,0
45.743,486.763093,23.901824,-60.834092,440.190094,-2.057635,-15.406986,,200.922431,-3.37957,286.066947,3.153286,63.026309,146.570282,70.464797,160.128706,,0,0,0,0,0
45.744,488.763093,24.409629,-59.593884,438.690094,-1.727302,-15.827808,,201.422431,-2.12957,286.816947,2.653286,62.276309,146.320282,70.464797,159.628706,,0,0,0,0,0
45.745,487.263093,24.636641,-58.451566,440.440094,-2.980543,-16.314937,,201.672431,-2.12957,286.316947,1.403286,64.026309,145.070282,70.714797,160.628706,,0,0,0,0,0
45.746,488.513093,25.255261,-58.467299,439.440094,-2.145345,-15.249525,,202.172431,-2.12957,288.066947,0.403286,62.776309,146.570282,69.964797,160.128706,,0,0,0,0,0
45.747,488.263093,24.737741,-59.324146,439.690094,-2.564876,-14.689898,,202.172431,-2.87957,287.816947,1.153286,63.276309,146.570282,69.464797,160.378706,,0,0,0,0,0
45.748,487.263093,25.244115,-59.445896,441.440094,-2.638524,-14.082891,,201.172431,-2.37957,287.566947,0.903286,64.276309,146.820282,69.964797,160.378706,,0,0,0,0,0
45.749,488.013093,25.281137,-58.527202,439.440094,-2.650533,-13.411959,,202.172431,-2.37957,288.066947,0.153286,63.526309,147.070282,68.714797,160.128706,,0,0,0,0,0
45.75,489.763093,25.26635,-58.812702,441.940094,-1.630878,-14.797826,,202.422431,-2.12957,288.816947,0.653286,64.026309,146.820282,71.714797,159.378706,,0,0,0,0,0
45.751,487.013093,25.181101,-58.647378,440.440094,-1.468419,-14.848223,,201.422431,-2.12957,287.066947,0.653286,63.526309,146.570282,71.464797,158.878706,,0,0,0,0,0
45.752,487.763093,25.369951,-59.716062,440.940094,-1.970223,-13.366334,,200.922431,-2.12957,287.816947,1.153286,64.276309,147.070282,70.464797,159.128706,,0,0,0,0,0
45.753,487.013093,25.788887,-58.315765,439.190094,-1.893828,-14.706622,,200.672431,-1.12957,287.066947,0.403286,63.026309,146.570282,70.214797,159.378706,,0,0,0,0,0
45.754,487.013093,24.877207,-59.642218,439.690094,-1.723374,-13.220681,,200.922431,-2.37957,286.816947,1.653286,63.276309,147.570282,69.714797,159.128706,,0,0,0,0,0
45.755,485.763093,25.16973,-60.294393,439.940094,-1.806497,-14.498003,,200.922431,-3.37957,287.566947,0.653286,63.276309,146.820282,70.464797,159.378706,,0,0,0,0,0
45.756,488.013093,25.584407,-60.512805,439.190094,-1.725336,-13.971177,,200.672431,-2.37957,288.566947,1.153286,62.776309,147.320282,69.714797,159.378706,,0,0,0,0,0
45.757,487.263093,25.699721,-59.777339,439.940094,-1.470088,-13.396716,,200.672431,-2.12957,288.066947,0.653286,63.526309,147.320282,70.464797,158.628706,,0,0,0,0,0
45.758,489.513093,24.901327,-58.677779,439.690094,-1.723374,-12.853377,,202.172431,-1.87957,287.816947,1.403286,63.776309,147.320282,69.964797,158.628706,,0,0,0,0,0
45.759,490.013093,25.177951,-58.947488,438.690094,-1.895986,-13.618959,,202.172431,-1.87957,288.566947,1.153286,63.776309,146.320282,70.214797,158.378706,,0,0,0,0,0
45.76,488.263093,25.192413,-58.662617,440.190094,-1.217089,-12.838777,,202.172431,-2.37957,288.066947,0.403286,63.026309,148.320282,69.964797,158.878706,,0,0,0,0,0
45.761,485.763093,25.474405,-60.294393,441.440094,-2.303258,-12.619498,,200.672431,-3.12957,287.816947,0.403286,64.526309,147.570282,69.714797,159.628706,,0,0,0,0,0
45.762,488.763093,24.258226,-59.92431,440.690094,-1.887382,-12.45774,,202.422431,-3.37957,287.816947,1.903286,64.526309,147.320282,70.214797,158.628706,,0,0,0,0,0
45.763,487.013093,25.181101,-58.978991,438.440094,-1.475117,-12.337495,,200.922431,-1.87957,286.816947,1.153286,63.276309,147.570282,69.464797,158.128706,,0,0,0,0,0
45.764,485.763093,25.16973,-59.961927,441.190094,-1.382058,-12.077566,,200.422431,-2.62957,286.816947,1.153286,64.276309,148.070282,70.464797,158.378706,,0,0,0,0,0
45.765,485.013093,25.590084,-60.221139,440.190094,-0.880871,-12.105003,,200.172431,-2.87957,287.316947,0.403286,63.276309,148.570282,70.214797,158.128706,,0,0,0,0,0
45.766,488.013093,24.674596,-58.858136,440.190094,-0.712761,-13.572551,,201.422431,-1.87957,286.566947,1.903286,62.776309,148.070282,70.964797,158.378706,,0,0,0,0,0
45.767,486.013093,25.232912,-60.097231,440.190094,-1.04898,-12.47189,,200.172431,-2.37957,286.816947,1.403286,63.526309,148.070282,70.464797,158.128706,,0,0,0,0,0
45.768,487.013093,25.181101,-60.637058,439.940094,-1.806497,-11.561239,,199.922431,-2.12957,287.066947,2.153286,64.026309,148.070282,69.214797,158.628706,,0,0,0,0,0
45.769,489.263093,24.233436,-59.202894,438.190094,-0.716015,-11.791692,,201.422431,-1.62957,286.316947,3.153286,62.526309,148.570282,69.464797,157.628706,,0,0,0,0,0
45.77,489.513093,24.901327,-59.997458,438.690094,-1.052566,-12.514535,,200.172431,-0.87957,286.816947,3.403286,62.776309,148.070282,69.714797,158.128706,,0,0,0,0,0
45.771,487.263093,24.636641,-62.428884,441.940094,-0.961104,-12.239787,,199.422431,-2.87957,287.066947,3.653286,64.276309,148.320282,71.214797,158.128706,,0,0,0,0,0
45.772,486.513093,24.750671,-61.695238,441.190094,-0.878874,-11.711511,,198.422431,-1.62957,285.566947,4.153286,63.776309,148.820282,70.464797,158.128706,,0,0,0,0,0
45.773,489.263093,24.384684,-61.513512,442.190094,-0.709538,-12.780708,,199.922431,-1.87957,286.816947,4.403286,63.776309,148.570282,71.464797,158.378706,,0,0,0,0,0
45.774,488.263093,24.434625,-60.977967,440.940094,-0.795461,-11.53502,,199.672431,-1.62957,286.066947,4.153286,63.776309,148.820282,70.464797,157.878706,,0,0,0,0,0
45.775,488.763093,24.106824,-61.576439,441.940094,-0.793661,-11.874353,,199.422431,-1.62957,285.816947,5.153286,63.776309,149.070282,70.714797,158.378706,,0,0,0,0,0
45.776,487.763093,24.156247,-62.364889,438.190094,-1.053768,-11.791692,,199.172431,-2.37957,286.066947,4.903286,63.276309,147.820282,69.714797,157.378706,,0,0,0,0,0
45.777,487.013093,24.421367,-59.973831,440.690094,-0.879871,-12.091269,,199.422431,-1.12957,284.816947,3.903286,63.526309,148.570282,70.464797,158.128706,,0,0,0,0,0
45.778,486.763093,24.509923,-62.49301,441.440094,-1.129826,-11.887802,,198.672431,-2.37957,286.066947,4.403286,64.026309,148.570282,70.464797,158.378706,,0,0,0,0,0
45.779,489.513093,24.145474,-61.976976,440.940094,-0.963284,-10.436231,,199.922431,-2.12957,286.816947,4.903286,63.776309,149.570282,69.464797,158.128706,,0,0,0,0,0
45.78,486.013093,24.471616,-62.091004,441.440094,-0.79456,-13.351195,,198.672431,-2.37957,285.566947,4.153286,63.276309,148.320282,71.214797,158.628706,,0,0,0,0,0
45.781,487.513093,24.24453,-61.568687,440.940094,-1.8024,-13.000071,,200.172431,-2.87957,286.566947,3.653286,63.526309,148.070282,69.714797,159.628706,,0,0,0,0,0
45.782,489.013093,24.472812,-61.049574,438.940094,-1.642025,-13.059305,,200.172431,-1.87957,286.816947,3.903286,63.026309,147.570282,69.464797,158.878706,,0,0,0,0,0
45.783,489.263093,24.535931,-58.872806,442.190094,-0.709538,-11.685026,,201.672431,-1.62957,286.816947,2.403286,63.776309,149.320282,70.714797,158.378706,,0,0,0,0,0
45.784,488.263093,24.586183,-59.985675,440.940094,-1.29893,-12.633808,,201.172431,-2.37957,287.066947,2.403286,63.776309,148.070282,70.464797,158.628706,,0,0,0,0,0
45.785,489.263093,24.687179,-61.513512,440.190094,-1.217089,-11.738116,,201.422431,-3.37957,288.816947,2.403286,63.776309,148.320282,69.964797,158.128706,,0,0,0,0,0
45.786,490.013093,24.573886,-60.26582,441.940094,-0.961104,-12.239787,,201.422431,-2.12957,287.816947,2.903286,64.026309,148.570282,70.964797,158.378706,,0,0,0,0,0
45.787,490.763093,25.214866,-61.983657,440.690094,-0.879871,-12.824211,,200.922431,-2.62957,289.816947,2.653286,63.026309,148.570282,70.464797,158.628706,,0,0,0,0,0
45.788,489.013093,24.775463,-61.049574,441.690094,-1.045417,-12.063894,,200.922431,-2.62957,288.066947,2.653286,63.776309,148.820282,70.464797,158.628706,,0,0,0,0,0
45.789,488.763093,25.166642,-61.246014,439.940094,-0.629064,-11.928334,,200.922431,-2.87957,288.816947,1.903286,63.276309,148.570282,70.464797,157.628706,,0,0,0,0,0
45.79,490.263093,25.391521,-59.740966,441.440094,-0.962193,-12.25365,,201.172431,-1.37957,288.566947,1.903286,63.026309,149.320282,69.964797,159.128706,,0,0,0,0,0
45.791,490.263093,25.240582,-60.399796,440.940094,-0.795461,-10.802494,,201.422431,-2.12957,289.066947,1.903286,63.526309,149.570282,69.714797,158.128706,,0,0,0,0,0
45.792,488.513093,25.558221,-62.103844,440.940094,-1.466754,-11.168757,,200.172431,-2.87957,289.316947,1.903286,64.276309,148.570282,69.714797,158.378706,,0,0,0,0,0
45.793,487.263093,25.395984,-62.428884,440.690094,-0.879871,-12.45774,,199.422431,-2.87957,288.316947,2.403286,63.776309,148.070282,70.964797,157.878706,,0,0,0,0,0
45.794,489.013093,25.532089,-61.379831,440.690094,-0.711953,-11.358328,,200.172431,-2.12957,288.816947,2.153286,63.776309,148.820282,70.464797,157.628706,,0,0,0,0,0
45.795,487.513093,25.762438,-60.906141,439.940094,-1.974702,-11.561239,,200.172431,-2.37957,288.566947,1.153286,64.026309,148.070282,68.964797,158.878706,,0,0,0,0,0
45.796,488.763093,25.318044,-64.219847,440.940094,-0.963284,-11.168757,,199.422431,-3.62957,289.816947,3.153286,64.276309,148.570282,70.464797,157.628706,,0,0,0,0,0
45.797,488.513093,25.709701,-61.773249,440.190094,-0.712761,-11.37123,,199.672431,-2.12957,288.816947,2.153286,63.776309,148.570282,70.464797,157.378706,,0,0,0,0,0
45.798,487.763093,25.218238,-61.702682,440.690094,-1.215708,-13.190681,,200.172431,-2.87957,288.316947,2.153286,63.276309,148.070282,70.464797,158.878706,,0,0,0,0,0
45.799,487.513093,24.699902,-61.568687,441.690094,-0.710341,-12.795176,,199.672431,-2.37957,286.816947,3.403286,64.026309,148.070282,71.714797,157.878706,,0,0,0,0,0
45.8,490.513093,25.152286,-61.850624,441.190094,-0.878874,-12.809677,,200.672431,-2.37957,289.316947,2.903286,63.026309,148.820282,70.464797,158.878706,,0,0,0,0,0
45.801,487.763093,25.066525,-63.027095,442.440094,-1.294527,-12.225955,,198.922431,-2.62957,287.816947,3.653286,64.276309,148.570282,70.714797,158.878706,,0,0,0,0,0
45.802,486.763093,25.270046,-63.488361,442.940094,-1.794262,-10.024499,,198.172431,-2.62957,287.566947,3.653286,66.026309,148.570282,70.214797,158.128706,,0,0,0,0,0
45.803,488.263093,25.495529,-62.962553,438.940094,-0.967673,-11.587578,,198.172431,-1.62957,287.816947,3.903286,63.026309,148.570282,69.464797,157.878706,,0,0,0,0,0
45.804,484.763093,25.832259,-64.083449,439.440094,-1.47176,-12.30942,,196.922431,-2.62957,287.316947,3.153286,63.526309,147.820282,69.714797,158.378706,,0,0,0,0,0
45.805,486.263093,24.839487,-62.557269,438.690094,-0.546514,-12.514535,,198.172431,-2.12957,286.066947,4.153286,62.776309,148.070282,70.464797,157.378706,,0,0,0,0,0
45.806,484.763093,25.832259,-63.417144,439.190094,-0.545892,-11.397121,,196.922431,-2.12957,286.816947,3.153286,63.026309,148.820282,69.964797,157.378706,,0,0,0,0,0
45.807,487.263093,24.788509,-64.086099,441.190094,-1.046602,-13.175732,,198.172431,-2.87957,287.316947,4.653286,63.276309,148.320282,70.714797,158.878706,,0,0,0,0,0
45.808,485.513093,25.258898,-63.818137,438.690094,-1.727302,-11.041969,,197.422431,-2.62957,286.816947,3.903286,63.776309,148.070282,68.714797,158.128706,,0,0,0,0,0
45.809,486.513093,24.750671,-63.686962,441.190094,-0.543418,-13.541788,,198.172431,-2.87957,286.816947,4.403286,62.776309,148.570282,71.214797,158.628706,,0,0,0,0,0
45.81,486.263093,25.143849,-63.553643,441.940094,-0.793661,-10.77805,,197.422431,-2.12957,286.566947,4.403286,64.276309,149.320282,70.464797,157.878706,,0,0,0,0,0
45.811,485.513093,25.868562,-63.485499,440.190094,-0.880871,-11.004343,,197.422431,-2.37957,287.566947,2.903286,64.026309,148.570282,70.214797,157.378706,,0,0,0,0,0
45.812,486.513093,25.20698,-64.018916,442.190094,-1.378933,-12.050253,,197.422431,-2.37957,287.066947,4.403286,64.276309,148.570282,70.464797,158.878706,,0,0,0,0,0
45.813,487.263093,25.699721,-64.086099,439.690094,-0.713572,-11.751465,,197.422431,-2.12957,288.066947,3.903286,63.026309,148.820282,69.964797,157.878706,,0,0,0,0,0
45.814,484.513093,26.074684,-63.949853,440.690094,-0.711953,-12.091269,,196.672431,-2.37957,287.316947,2.903286,63.526309,148.570282,70.714797,157.878706,,0,0,0,0,0
45.815,485.013093,25.590084,-63.883927,438.190094,-0.378262,-11.054569,,197.422431,-2.87957,287.316947,3.153286,63.526309,148.070282,70.464797,156.128706,,0,0,0,0,0
45.816,488.013093,25.736042,-63.822142,439.190094,-1.556844,-10.661676,,197.672431,-1.87957,288.316947,3.903286,63.526309,148.820282,68.464797,158.378706,,0,0,0,0,0
45.817,487.263093,25.547853,-64.748986,438.690094,-1.052566,-11.778252,,197.422431,-2.62957,288.316947,4.153286,62.776309,148.570282,69.214797,158.128706,,0,0,0,0,0
45.818,488.263093,26.556432,-63.624082,441.440094,-1.129826,-10.790258,,197.422431,-1.37957,289.316947,2.903286,63.526309,149.820282,69.214797,158.878706,,0,0,0,0,0
45.819,487.263093,26.003459,-63.09177,441.940094,-0.29133,-10.77805,,197.672431,-1.62957,288.066947,3.153286,63.776309,149.820282,70.714797,157.628706,,0,0,0,0,0
45.82,486.263093,25.904754,-63.553643,440.440094,-0.292322,-10.448078,,197.672431,-2.37957,288.066947,2.903286,63.776309,149.320282,70.464797,156.878706,,0,0,0,0,0
45.821,487.763093,26.280229,-64.351509,436.440094,-0.295002,-10.173796,,197.422431,-2.12957,289.316947,3.153286,63.026309,148.320282,69.464797,155.628706,,0,0,0,0,0
45.822,487.513093,25.458856,-65.212692,437.940094,0.043955,-10.13895,,197.672431,-3.12957,288.816947,4.153286,63.526309,148.570282,70.464797,155.378706,,0,0,0,0,0
45.823,486.763093,25.878145,-65.810846,436.690094,-1.057387,-11.462368,,197.422431,-3.62957,289.566947,3.403286,63.026309,147.570282,69.214797,156.878706,,0,0,0,0,0
45.824,488.513093,26.012661,-65.74039,437.190094,-0.717652,-10.341045,,197.422431,-2.87957,290.066947,3.903286,63.526309,148.070282,69.464797,156.128706,,0,0,0,0,0
45.825,488.013093,26.342584,-64.48401,439.190094,-0.3774,-12.86801,,197.422431,-2.12957,289.566947,3.153286,62.276309,148.570282,70.464797,157.878706,,0,0,0,0,0
45.826,487.513093,27.432136,-65.212692,437.190094,-0.209864,-11.079854,,196.422431,-1.87957,290.816947,2.153286,62.526309,148.570282,69.714797,156.378706,,0,0,0,0,0
45.827,486.013093,26.450986,-65.081664,435.940094,-0.634836,-10.185465,,197.172431,-3.12957,289.566947,2.403286,62.776309,148.320282,68.714797,156.128706,,0,0,0,0,0
45.828,486.013093,26.450986,-65.081664,437.940094,-0.462964,-9.770178,,196.422431,-2.37957,288.816947,3.153286,63.776309,148.570282,69.714797,155.878706,,0,0,0,0,0
45.829,488.763093,26.529265,-65.541551,434.940094,-0.976572,-9.837568,,196.922431,-2.12957,290.316947,3.653286,63.276309,147.570282,68.464797,155.628706,,0,0,0,0,0
45.83,487.763093,25.976803,-66.007026,438.690094,-0.37783,-12.146394,,196.922431,-2.87957,289.566947,4.153286,62.526309,148.570282,70.214797,157.378706,,0,0,0,0,0
45.831,486.263093,26.665659,-65.878516,436.440094,-0.125448,-11.283914,,196.422431,-2.87957,289.816947,2.903286,62.776309,147.820282,70.214797,155.628706,,0,0,0,0,0
45.832,489.013093,26.44004,-66.003429,435.190094,-0.55091,-12.244081,,196.672431,-2.12957,290.316947,4.153286,62.276309,147.070282,69.714797,156.128706,,0,0,0,0,0
45.833,487.513093,26.066019,-66.537784,434.190094,-1.063475,-10.412496,,196.172431,-2.62957,289.316947,4.653286,63.026309,147.070282,68.464797,155.628706,,0,0,0,0,0
45.834,488.263093,26.70799,-65.608668,434.440094,0.044309,-10.220633,,196.422431,-1.87957,290.066947,3.653286,62.276309,148.070282,69.214797,154.878706,,0,0,0,0,0
45.835,489.513093,25.959522,-66.925771,431.690094,-1.069634,-10.098686,,196.672431,-2.62957,290.316947,5.153286,62.526309,146.570282,67.714797,154.878706,,0,0,0,0,0
45.836,490.013093,26.688115,-66.198315,432.940094,-0.126462,-11.002106,,196.422431,-1.62957,290.816947,4.403286,62.276309,146.820282,69.464797,154.378706,,0,0,0,0,0
45.837,487.013093,26.396674,-67.600936,431.940094,-0.812035,-11.401471,,195.672431,-3.12957,290.066947,4.403286,61.776309,146.570282,68.214797,155.378706,,0,0,0,0,0
45.838,486.763093,26.334219,-67.469764,433.440094,-0.638498,-11.734615,,195.422431,-2.87957,289.566947,4.653286,62.276309,146.570282,69.214797,155.378706,,0,0,0,0,0
45.839,487.263093,26.459065,-65.080429,431.940094,-0.126755,-11.027577,,196.172431,-1.62957,288.816947,3.903286,62.026309,146.570282,69.214797,154.128706,,0,0,0,0,0
45.84,486.763093,26.182194,-68.133331,431.440094,-0.29842,-9.917374,,195.172431,-3.12957,289.566947,5.153286,63.026309,146.070282,69.214797,153.128706,,0,0,0,0,0
45.841,489.263093,26.199658,-67.125012,431.440094,-1.156013,-9.168718,,195.172431,-1.37957,289.316947,6.153286,63.526309,146.070282,67.964797,153.878706,,0,0,0,0,0
45.842,488.763093,26.529265,-66.202403,431.690094,-0.041119,-9.724575,,195.422431,-1.12957,289.316947,5.153286,62.776309,146.570282,69.214797,153.128706,,0,0,0,0,0
45.843,486.763093,26.030169,-66.14263,427.940094,-0.12794,-11.130653,,196.172431,-2.62957,288.816947,4.403286,61.276309,145.320282,68.464797,152.878706,,0,0,0,0,0
45.844,486.513093,26.271699,-67.670411,431.690094,-0.555376,-10.098686,,194.922431,-2.62957,289.066947,5.153286,62.526309,146.570282,68.464797,154.128706,,0,0,0,0,0
45.845,487.763093,26.280229,-67.000336,430.690094,-0.728483,-10.872093,,195.672431,-2.37957,289.566947,4.903286,62.276309,145.820282,68.464797,154.128706,,0,0,0,0,0
45.846,487.263093,26.155327,-66.737644,431.190094,0.30207,-11.608575,,195.422431,-2.12957,288.816947,5.153286,61.026309,146.820282,69.214797,154.128706,,0,0,0,0,0
45.847,487.763093,26.735368,-67.662543,429.190094,0.13106,-12.038961,,194.922431,-2.12957,290.066947,4.903286,60.526309,146.070282,68.714797,153.878706,,0,0,0,0,0
45.848,487.013093,27.4603,-67.932549,431.940094,-0.126755,-10.653682,,193.922431,-1.62957,290.316947,4.403286,62.776309,146.070282,69.714797,153.378706,,0,0,0,0,0
45.849,486.763093,26.638268,-68.465115,433.190094,0.129849,-9.690902,,194.172431,-2.37957,289.566947,5.403286,62.526309,147.570282,69.214797,153.878706,,0,0,0,0,0
45.85,488.513093,27.224502,-66.070985,431.440094,-0.29842,-11.040357,,194.922431,-0.62957,289.816947,4.403286,62.276309,146.070282,69.214797,153.878706,,0,0,0,0,0
45.851,486.263093,26.81784,-69.199763,430.190094,-0.041262,-10.884729,,193.922431,-2.87957,290.066947,5.153286,62.276309,145.570282,69.464797,152.878706,,0,0,0,0,0
45.852,485.763093,27.454794,-69.603458,430.440094,-0.299114,-10.690808,,192.922431,-2.37957,290.316947,4.903286,62.276309,145.820282,68.964797,153.378706,,0,0,0,0,0
45.853,487.763093,26.887081,-68.324749,431.940094,-0.812035,-11.401471,,194.172431,-1.87957,290.066947,5.403286,62.526309,145.820282,68.964797,154.628706,,0,0,0,0,0
45.854,484.763093,27.053474,-69.413888,430.940094,0.216386,-11.427929,,193.172431,-2.87957,289.566947,4.903286,61.026309,146.820282,68.964797,154.128706,,0,0,0,0,0
45.855,487.513093,26.521392,-67.862877,429.690094,-0.730179,-11.273247,,194.422431,-1.87957,289.316947,5.653286,61.526309,145.820282,67.964797,154.378706,,0,0,0,0,0
45.856,485.763093,27.302456,-69.603458,431.440094,0.559173,-10.291701,,192.672431,-2.12957,289.816947,5.403286,61.776309,147.070282,69.464797,153.128706,,0,0,0,0,0
45.857,484.763093,27.053474,-68.747583,431.190094,-0.384402,-13.106754,,192.922431,-2.12957,288.816947,5.153286,61.526309,145.320282,69.714797,154.628706,,0,0,0,0,0
45.858,487.013093,26.54862,-68.927389,429.940094,-0.127344,-10.703241,,193.672431,-2.12957,289.316947,6.153286,61.776309,146.070282,68.714797,153.378706,,0,0,0,0,0
45.859,487.513093,26.824973,-69.850516,431.190094,0.130452,-11.98312,,192.922431,-1.87957,289.816947,6.653286,61.026309,146.570282,69.214797,154.378706,,0,0,0,0,0
45.86,486.513093,26.423802,-69.99409,431.190094,-0.041166,-10.110396,,193.422431,-2.87957,289.566947,6.403286,61.776309,147.070282,68.464797,153.878706,,0,0,0,0,0
45.861,486.013093,27.364542,-70.398394,430.940094,0.731539,-11.802691,,192.172431,-2.12957,290.066947,5.903286,61.026309,146.570282,69.964797,153.378706,,0,0,0,0,0
45.862,485.013093,27.420962,-69.87758,433.440094,-0.126316,-11.362014,,192.172431,-2.12957,289.566947,5.403286,62.276309,146.820282,69.714797,154.628706,,0,0,0,0,0
